Dni_Aseg_Anonymized;Asegurado_Id_Anonymized;Poliza_Certificado_Id_Anonymized;Numero_Poliza_Anonymized;Placa_Vehiculo_Anonymized;Edad_Cliente;segmento_edad;Sexo_Cd;Estado_Civil_Desc;Ciudad_Cliente;Departamento_Cliente;Sector_Economico_Cliente;Rango_Ingresos_Cliente;Antiguedad_Cliente_En_CanalDD_Anios;Num_Total_Polizas_Cliente_CanalDD;Fecha_Inicio_Primera_Vigencia;Fecha_Fin_Efectiva_Poliza;Vigencia_Total_Poliza_Meses;Subproducto_Desc;Forma_Pago_Desc;Valor_Accesorios_Certificado;Ultima_Prima_Anualizada_Cert;Clase_Vehiculo_Tarifa;Marca_Vehiculo_Calculada;Linea_Vehiculo_Calculada;Modelo_Vehiculo;Gama_Alta_Calculada;Valor_Comercial_Vehiculo;Valor_Accesorios_Vehiculo_Sia;Valor_Accesorio_Especial_Veh;Ciudad_Ubicacion_Vehiculo;Departamento_Ubicacion_Vehiculo;Tipo_Servicio_Vehiculo_Desc;Prima_Total_Devengada_Certificado;Siniestros_Total_Incurridos_Certificado;Margen_Tecnico_Total_Certificado;Num_Total_Asistencias_Certificado;Costo_Total_Asistencias_Certificado;Margen_Bruto_Total_Certificado;Cliente_Tiene_Soat_Activo;Cliente_Tiene_Hogar_Activo;Cliente_Tiene_MasVida_Activo;Cliente_Tiene_Salud_Activo;Cliente_Tiene_Vida_Activo;Nombre_Agente_Anonymized
4A-93-70-E6;0E-DE-77-12;BE-EF-85-D6;44-5E-8E-94;3A-C1-DD-91;38;Adulto Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,57;1;11/10/2023;11/10/2025;24;PLAN MOTOS;Mensual;0;1.572.182,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;10.830.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;2.103.031,57;0;2.103.031,57;0;0;2.103.031,57;0;0;0;0;0;1D-A0-23-D2
A3-56-41-8D;A0-1A-1C-9F;B1-03-62-2E;C5-54-3B-DB;EA-F2-5A-8E;33;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,58;1;7/10/2024;7/10/2025;12;PLAN MOTOS;Mensual;0;5.096.317,00;MOTO > 250 CC;HONDA;CBR 650R MT 650CC ABS;2.023;NO;45.000.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.358.447,28;-10.428.155,00;12.786.602,28;1;543.598,00;12.243.004,28;0;0;0;0;0;1D-A0-23-D2
DA-0D-54-F2;30-A8-D5-E1;6E-C4-BC-D8;32-FC-1C-6E;C9-43-79-FF;52;Adulto;M;Sin Informacion;PASQUILLA;BOGOTA D.C.;Sin Información;Sin Informacion;1,4;2;15/12/2023;16/07/2024;7,03;PLAN MOTOS;Mensual;0;1.064.127,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;11.200.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;521.836,22;0;521.836,22;0;0;521.836,22;0;0;0;0;0;1D-A0-23-D2
89-3D-75-B9;29-EB-69-0D;A7-34-DB-33;E2-9A-9F-29;03-86-87-60;40;Adulto Joven;M;CASADO(A);BARRANQUILLA;ATLANTICO;Sin Información;Sin Informacion;1,52;3;1/04/2024;1/04/2026;24;PLAN AUTO CLASICO;Mensual;186.806,00;5.302.913,00;CAMPEROS Y PICK-UP;TOYOTA;RAV 4;2.020;NO;110.300.000,00;230.000,00;0;BARRANQUILLA;ATLANTICO;Particular;6.535.800,22;0;6.535.800,22;2;61.820,00;6.473.980,22;0;0;0;1;1;1D-A0-23-D2
F7-8D-73-18;86-D7-8A-FD;AE-6F-88-45;59-21-38-53;87-70-4C-65;33;Adulto Joven;M;Sin Informacion;BARRANQUILLA;ATLANTICO;Sin Información;Sin Informacion;0,32;1;13/01/2025;13/01/2026;12;PLAN MOTOS;Mensual;0;758.858,00;MOTO 125 - 250 CC ;TVS;OTRAS;2.023;NO;9.300.000,00;0;0;BARRANQUILLA;ATLANTICO;Particular;192.230,01;0;192.230,01;0;0;192.230,01;0;0;0;0;0;1D-A0-23-D2
C0-C4-83-AB;6E-90-36-DB;0B-5F-B7-07;E8-1A-6A-3C;53-1A-0E-C7;42;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;1 - 1'200.000;1,77;1;31/07/2023;31/07/2025;24;PLAN AUTO BASICO;Mensual;0;980.415,00;CAMPEROS Y PICK-UP;FORD;RANGER;2.009;NO;47.600.000,00;5.100.000,00;0;IBAGUE;TOLIMA;Particular;1.430.957,25;0;1.430.957,25;2;1.315.633,00;115.324,25;0;0;0;0;1;1D-A0-23-D2
94-0D-56-F4;0D-F6-DD-95;32-75-36-69;DF-21-AE-13;BD-0A-75-73;46;Adulto Joven;M;Sin Informacion;OCAÑA;NORTE DE SANTANDER;Sin Información;Sin Informacion;1,72;1;17/08/2023;17/08/2024;12;PLAN AUTO BASICO;Anual;0;609.356,00;CAMPEROS Y PICK-UP;SUZUKI;GRAND VITARA;2.009;NO;40.700.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;459.599,01;0;459.599,01;0;0;459.599,01;0;0;0;0;1;1D-A0-23-D2
1B-36-E1-2E;8B-BF-1B-9A;EB-61-43-6D;48-39-A7-4B;B9-95-07-E8;64;Adulto;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;1'200.001 - 3'000.000;1,67;4;5/04/2024;5/05/2024;1;PLAN AUTO GLOBAL;Mensual;0;2.347.826,00;AUTOMOVILES;RENAULT;LOGAN;2.014;NO;27.200.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;162.162,99;0;162.162,99;0;0;162.162,99;0;0;0;0;0;1D-A0-23-D2
B1-E4-F9-DE;AB-6A-DE-F2;99-6E-75-DA;F7-00-01-AD;B7-9A-9C-7A;48;Adulto Joven;M;SOLTERO(A);BELLO;ANTIOQUIA;Sin Información;Sin Informacion;0,82;2;12/07/2024;12/07/2025;12;PLAN MOTOS;Mensual;0;630.373,00;MOTO 0- 125 CC;YAMAHA;YC110DYCZ;2.022;NO;5.300.000,00;0;0;BELLO;ANTIOQUIA;Particular;420.964,41;0;420.964,41;2;339.470,00;81.494,41;0;0;0;0;0;1D-A0-23-D2
E4-10-12-81;B0-91-F8-30;12-E4-DB-9A;B3-E4-67-A4;FC-B7-21-1C;44;Adulto Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;1'200.001 - 3'000.000;0,2;1;27/02/2025;27/02/2026;12;PLAN UTILITARIOS Y PESADOS CLASICO;Mensual;0;3.213.111,00;CAMPEROS Y PICK-UP;CHEVROLET;LUV;1.990;NO;27.100.000,00;0;0;MEDELLIN;ANTIOQUIA;Publico especial;581.635,02;0;581.635,02;0;0;581.635,02;0;0;0;0;0;1D-A0-23-D2
77-4E-BC-E6;C8-EF-83-F2;C0-47-81-21;83-FD-9F-73;00-AF-18-A6;23;Joven;F;Sin Informacion;BELLO;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,27;1;1/02/2025;1/02/2025;0;PLAN MOTOS;Anual;0;2.242.373,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.025;NO;16.100.000,00;?;0;BELLO;ANTIOQUIA;Particular;-1,01;0;-1,01;0;0;-1,01;0;0;0;0;1;1D-A0-23-D2
1E-2C-A4-3A;A9-4A-A7-01;F8-EF-63-94;8D-FB-FB-A2;B0-11-CF-C2;35;Adulto Joven;F;SOLTERO(A);BARRANQUILLA;ATLANTICO;FABRICACION DE PRODUCTOS DE CAUCHO Y DE PLASTICO;Sin Informacion;0,49;1;12/11/2024;12/11/2024;0;PLAN AUTO CLASICO;Mensual;0;3.167.481,00;AUTOMOVILES;CHEVROLET;SPARK GT;2.018;NO;36.200.000,00;1.000.000,00;0;BARRANQUILLA;ATLANTICO;Particular;-2,89;0;-2,89;0;0;-2,89;0;0;0;1;0;1D-A0-23-D2
1D-7F-93-52;2F-1B-49-0B;79-6C-1E-8C;72-62-AF-66;23-77-B4-8A;66;Mayor;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";Sin Informacion;0,26;1;5/02/2025;5/02/2026;12;PLAN MOTOS;Mensual;0;712.728,00;MOTO 125 - 250 CC ;HONDA;OTRAS;2.026;NO;9.400.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;179.062,02;0;179.062,02;0;0;179.062,02;0;0;0;0;0;1D-A0-23-D2
29-88-85-F8;0C-FB-80-1A;7A-C2-9B-45;B6-CC-DC-B5;0D-CD-12-BA;44;Adulto Joven;M;Sin Informacion;CARTAGENA;BOLIVAR;Sin Información;Sin Informacion;1,58;1;10/10/2023;10/10/2025;24;PLAN AUTO CLASICO;Mensual;0;3.369.065,00;AUTOMOVILES;RENAULT;STEPWAY;2.011;NO;28.700.000,00;0;0;CARTAGENA;BOLIVAR;Particular;3.546.941,34;0;3.546.941,34;1;42.800,00;3.504.141,34;0;0;0;0;0;1D-A0-23-D2
1A-A2-84-62;60-EE-BA-35;62-8D-EA-AC;67-48-F4-89;E7-FE-99-0B;33;Adulto Joven;M;SOLTERO(A);ENVIGADO;ANTIOQUIA;INDUSTRIAS MANUFACTURERAS ELABORACION DE PRODUCTOS ALIMENTICIOS Y DE BEBIDAS;Sin Informacion;1,91;1;9/06/2023;9/12/2023;6;PLAN MOTOS;Trimestral;0;714.851,00;MOTO 125 - 250 CC ;YAMAHA;FZ;2.019;NO;10.800.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;301.181,02;0;301.181,02;0;0;301.181,02;0;0;0;0;0;1D-A0-23-D2
71-A4-47-FF;1A-52-1A-20;CE-C1-C1-C1;27-1C-50-02;49-2B-98-06;69;Mayor;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,08;1;7/04/2025;7/04/2026;12;PLAN AUTO GLOBAL;Anual;0;3.234.581,00;CAMPEROS Y PICK-UP;DE SOTO;OTRAS;2.024;SI;75.800.000,00;?;0;RIONEGRO;ANTIOQUIA;Particular;2.718.135,00;0;2.718.135,00;0;0;2.718.135,00;0;0;0;0;1;1D-A0-23-D2
CB-AE-D1-27;52-4F-EA-0F;BB-5A-3E-35;19-08-CA-E9;8E-A2-AE-A0;49;Adulto Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;ACTIVIDADES DE ESPARCIMIENTO Y ACTIVIDADES CULTURALES Y DEPORTIVAS;Sin Informacion;0,17;1;6/03/2025;6/03/2026;12;PLAN AUTO CLASICO;Anual;0;4.403.289,00;AUTOMOVILES;HYUNDAI;OTRAS;2.023;NO;62.600.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;3.571.649,05;0;3.571.649,05;0;0;3.571.649,05;0;0;0;0;0;1D-A0-23-D2
EF-42-86-2E;8D-22-2A-77;62-C7-84-F7;F8-38-F7-55;7F-44-7E-0A;27;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,13;1;19/03/2024;19/03/2026;24;PLAN MOTOS;Mensual;0;1.891.437,00;MOTO 125 - 250 CC ;AUTECO;OTRAS;2.024;NO;13.200.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;2.426.500,25;0;2.426.500,25;8;984.001,00;1.442.499,25;0;0;0;1;1;1D-A0-23-D2
D9-1A-1F-5B;29-2D-FA-6A;8A-6F-FB-06;2E-D6-CB-9B;35-37-50-F0;31;Joven;M;Sin Informacion;POPAYAN;CAUCA;Sin Información;Sin Informacion;1,18;1;2/03/2024;2/10/2024;7;PLAN MOTOS;Mensual;0;849.185,00;MOTO 0- 125 CC;TVS;OTRAS;2.024;NO;7.100.000,00;?;0;POPAYAN;CAUCA;Particular;418.385,07;0;418.385,07;0;0;418.385,07;0;0;0;0;0;1D-A0-23-D2
E0-6A-09-A4;7B-D5-00-E7;CF-5F-FB-57;50-74-6A-B9;AA-10-81-5B;45;Adulto Joven;M;UNION LIBRE;PEREIRA;RISARALDA;ACTIVIDADES DE ESPARCIMIENTO Y ACTIVIDADES CULTURALES Y DEPORTIVAS;Sin Informacion;1,49;1;11/11/2023;12/08/2024;9,03;PLAN AUTO CLASICO;Trimestral;0;4.406.067,00;CAMPEROS Y PICK-UP;VOLKSWAGEN;OTRAS;2.021;NO;94.600.000,00;0;0;PEREIRA;RISARALDA;Particular;1.264.758,06;0;1.264.758,06;5;819.881,00;444.877,06;0;0;0;0;1;1D-A0-23-D2
49-9A-59-6E;85-86-C6-09;32-8C-FD-AA;3A-61-F7-32;F2-0F-D3-41;29;Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;2,49;2;14/07/2023;14/12/2023;5;PLAN AUTO CLASICO;Trimestral;0;3.944.443,00;AUTOMOVILES;RENAULT;SANDERO;2.022;NO;51.200.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;776.300,00;0;776.300,00;0;0;776.300,00;0;0;0;0;0;1D-A0-23-D2
83-84-4F-78;96-AB-30-94;F6-69-7C-BF;52-9A-77-F6;2D-0D-1B-C4;31;Joven;M;SOLTERO(A);CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,85;1;30/06/2023;30/01/2024;7;PLAN AUTO CLASICO;Mensual;0;2.583.924,00;AUTOMOVILES;SUZUKI;OTRAS;2.024;NO;74.300.000,00;?;0;CALI;VALLE DEL CAUCA;Particular;1.273.113,09;0;1.273.113,09;0;0;1.273.113,09;0;0;0;0;0;1D-A0-23-D2
85-99-75-55;48-E4-9E-B7;DC-51-B6-1D;D0-29-06-01;FD-82-29-77;27;Joven;M;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,6;1;30/09/2023;30/09/2025;24;PLAN AUTO CLASICO;Mensual;0;1.834.248,00;AUTOMOVILES;HYUNDAI;ACCENT;2.023;NO;67.200.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.551.293,47;0;2.551.293,47;0;0;2.551.293,47;0;0;0;1;1;1D-A0-23-D2
9D-88-D2-BB;6A-DE-6E-6F;A4-3F-6F-7E;5C-7A-71-3B;19-6B-91-5D;36;Adulto Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA;Sin Informacion;1,76;1;2/08/2023;2/08/2025;24;PLAN AUTO CLASICO;Mensual;0;2.426.722,00;AUTOMOVILES;NISSAN;MARCH [FL] [2]ADVANCEAT 1600CC;2.023;NO;63.600.000,00;?;0;BARRANQUILLA;ATLANTICO;Particular;3.778.815,56;-5.890.942,00;9.669.757,56;3;267.562,00;9.402.195,56;0;0;0;0;1;1D-A0-23-D2
6C-0D-82-38;35-F8-48-8E;E5-87-2F-AB;F7-14-39-CD;08-D6-1E-36;42;Adulto Joven;M;CASADO(A);BARRANQUILLA;ATLANTICO;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,91;1;9/06/2023;23/09/2023;3,45;PLAN AUTO CLASICO;Mensual;0;2.038.922,00;AUTOMOVILES;RENAULT;LOGAN;2.018;NO;40.900.000,00;0;0;BARRANQUILLA;ATLANTICO;Particular;497.585,02;-435.126,00;932.711,02;1;50.904,00;881.807,02;1;0;0;0;0;1D-A0-23-D2
DE-A1-6C-40;C4-8C-AE-D0;DC-84-F3-01;D6-73-EF-80;3A-F3-7B-2F;62;Adulto;M;CASADO(A);SANTA MARTA;MAGDALENA;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMESTICOS COMERCIO, MANTENIMIENTO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS, SUS PARTES, PIEZAS Y ACCESORIOS; COMERCIO AL POR MENOR DE COMBUSTIBLES Y LUBRICANTES PARA VEHICULOS AUTOMOTORES";Sin Informacion;1,86;1;29/06/2023;29/06/2024;12;PLAN AUTO BASICO;Anual;0;698.373,00;CAMPEROS Y PICK-UP;FORD;ESCAPE;2.013;NO;52.900.000,00;0;0;SANTA MARTA;MAGDALENA;Particular;536.609,00;0;536.609,00;0;0;536.609,00;0;0;0;0;0;1D-A0-23-D2
98-1D-24-81;7C-85-F8-99;4A-C7-B4-EC;DC-29-E0-1D;84-ED-71-E9;51;Adulto;M;CASADO(A);MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,15;1;13/03/2025;13/03/2026;12;PLAN MOTOS;Mensual;0;781.502,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.025;NO;15.000.000,00;?;0;LA TEBAIDA;QUINDIO;Particular;87.918,05;0;87.918,05;0;0;87.918,05;0;0;0;0;0;1D-A0-23-D2
EA-72-FE-77;09-BD-69-28;D4-A5-5E-41;BA-85-5C-2D;77-57-DB-9C;45;Adulto Joven;F;Sin Informacion;JAMUNDI;VALLE DEL CAUCA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,43;1;1/12/2023;1/12/2025;24;PLAN MOTOS;Mensual;0;665.101,00;MOTO 125 - 250 CC ;TVS;TVSAPACHERTR200;2.019;NO;7.500.000,00;0;0;JAMUNDI;VALLE DEL CAUCA;Particular;864.351,47;0;864.351,47;0;0;864.351,47;0;0;0;0;0;1D-A0-23-D2
CF-7E-B6-FA;19-9C-71-E5;29-6A-09-B5;87-6B-D3-68;45-63-83-D9;45;Adulto Joven;M;Sin Informacion;BOCA DE LA CIENAGA;SUCRE;Sin Información;Sin Informacion;1,77;1;31/07/2023;31/07/2023;0;PLAN AUTO CLASICO;Trimestral;0;4.929.188,00;AUTOMOVILES;CHEVROLET;BEAT;2.022;NO;47.600.000,00;?;0;COVEÑAS;SUCRE;Particular;0,98;0;0,98;0;0;0,98;1;0;0;0;0;1D-A0-23-D2
8B-06-E1-18;29-DA-C9-E9;3F-F8-44-A3;1F-9B-67-73;0E-6E-3F-2A;21;Joven;M;Sin Informacion;MANIZALES;CALDAS;Sin Información;Sin Informacion;0,15;1;14/03/2025;14/03/2026;12;PLAN MOTOS;Mensual;0;1.135.853,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.026;NO;9.500.000,00;?;0;MANIZALES;CALDAS;Particular;128.093,06;0;128.093,06;0;0;128.093,06;0;0;0;0;0;1D-A0-23-D2
03-2E-CA-BD;CA-D8-26-56;7A-B6-13-21;13-16-A7-06;58-59-12-77;51;Adulto;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,08;1;8/04/2025;8/04/2026;12;PLAN AUTO GLOBAL;Mensual;0;4.253.087,00;CAMPEROS Y PICK-UP;RENAULT;DUSTER;2.016;NO;46.200.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;297.836,00;0;297.836,00;0;0;297.836,00;0;0;0;0;1;1D-A0-23-D2
84-0C-A6-C0;FF-91-12-96;90-76-BF-0C;2E-DE-0F-EA;3B-2A-CC-90;35;Adulto Joven;F;Sin Informacion;MEDELLIN;ANTIOQUIA;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";1 - 1'200.000;1,41;1;11/12/2023;11/12/2024;12;PLAN MOTOS;Mensual;0;983.846,00;MOTO 125 - 250 CC ;HONDA;OTRAS;2.023;NO;10.799.999,00;?;0;MEDELLIN;ANTIOQUIA;Particular;861.171,54;0;861.171,54;0;0;861.171,54;0;0;0;0;0;1D-A0-23-D2
53-CB-05-CD;62-B4-A7-27;B0-CD-AC-2B;23-8C-9F-E7;D0-35-BF-CA;64;Adulto;M;Sin Informacion;MEDELLIN;ANTIOQUIA;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;Sin Informacion;1,99;1;9/05/2023;9/05/2023;0;PLAN AUTO CLASICO;Mensual;0;3.306.985,00;AUTOMOVILES;RENAULT;SANDERO;2.010;NO;25.900.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;0,03;0;0,03;1;10.000,00;-9.999,97;0;0;0;0;1;1D-A0-23-D2
34-2C-42-E7;80-08-E7-2C;6F-DC-61-29;48-33-7A-7D;CA-D1-58-3D;36;Adulto Joven;M;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,4;1;13/12/2024;13/12/2025;12;PLAN AUTO GLOBAL;Mensual;0;3.663.166,00;CAMPEROS Y PICK-UP;CHEVROLET;OTRAS;2.018;NO;74.000.000,00;230.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.179.047,14;0;1.179.047,14;1;27.470,00;1.151.577,14;0;0;0;0;1;1D-A0-23-D2
AB-38-A7-5A;79-18-14-29;BA-66-68-89;AE-E0-6C-FC;86-39-DE-B7;37;Adulto Joven;F;Sin Informacion;ARMENIA;QUINDIO;ACTIVIDADES DE ESPARCIMIENTO Y ACTIVIDADES CULTURALES Y DEPORTIVAS;Sin Informacion;1,63;2;30/08/2024;30/08/2025;12;PLAN AUTO BASICO;Mensual;0;876.083,00;AUTOMOVILES;KIA;PICANTO;2.014;NO;27.200.000,00;0;0;ARMENIA;QUINDIO;Particular;527.269,12;0;527.269,12;1;86.548,00;440.721,12;0;0;0;0;1;1D-A0-23-D2
00-AB-5D-04;56-28-E9-3D;89-54-D5-5F;63-7F-FC-AE;86-A9-1F-BF;42;Adulto Joven;M;SOLTERO(A);MONTERIA;CORDOBA;AGRICULTURA, GANADERIA, CAZA Y ACTIVIDADES DE SERVICIOS CONEXAS;1 - 1'200.000;1,48;2;13/11/2023;13/10/2024;11;PLAN AUTO GLOBAL;Mensual;0;3.560.839,00;CAMPEROS Y PICK-UP;SEAT;OTRAS;2.020;NO;70.400.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;3.835.441,28;0;3.835.441,28;0;0;3.835.441,28;0;0;0;0;0;1D-A0-23-D2
34-5D-10-15;C2-95-85-B6;30-0B-51-5F;AF-AC-EE-19;58-CA-2F-B6;62;Adulto;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,83;1;8/07/2023;8/07/2023;0;PLAN AUTO CLASICO;Mensual;0;3.145.538,00;AUTOMOVILES;CHEVROLET;SAIL;2.018;NO;35.500.000,00;2.550.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;-0,04;0;-0,04;0;0;-0,04;0;0;0;0;1;1D-A0-23-D2
21-51-12-BA;A0-FF-69-18;F8-2B-83-56;AC-DA-DC-97;00-B8-07-6A;23;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,36;1;27/12/2024;27/12/2025;12;PLAN MOTOS;Mensual;80.000,00;2.342.566,00;MOTO 125 - 250 CC ;OTRAS MARCAS;OTRAS;2.025;NO;12.500.000,00;80.000,00;0;MEDELLIN;ANTIOQUIA;Particular;756.877,13;0;756.877,13;0;0;756.877,13;0;0;0;0;0;1D-A0-23-D2
3C-84-B5-4A;9F-7C-4A-25;B9-91-72-2F;B0-DB-15-A0;92-3F-FA-21;56;Adulto;M;Sin Informacion;MEDELLIN;ANTIOQUIA;CONSTRUCCION;Sin Informacion;0,28;1;28/01/2025;28/01/2026;12;PLAN AUTO GLOBAL;Mensual;0;3.776.206,00;AUTOMOVILES;PEUGEOT;200;2.014;NO;35.900.000,00;430.000,00;0;MEDELLIN;ANTIOQUIA;Particular;950.094,07;0;950.094,07;0;0;950.094,07;0;0;0;0;1;1D-A0-23-D2
8A-25-B6-6A;70-64-14-35;38-37-33-6C;A6-11-23-30;19-9C-B4-84;24;Joven;M;Sin Informacion;PASQUILLA;BOGOTA D.C.;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";Sin Informacion;1,62;1;26/09/2023;26/09/2024;12;PLAN MOTOS;Trimestral;0;1.173.488,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;12.900.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.629.447,17;0;1.629.447,17;0;0;1.629.447,17;0;0;0;0;0;1D-A0-23-D2
33-92-59-16;77-B1-5B-74;02-5B-2D-CE;04-1B-A9-7E;49-50-F7-3B;27;Joven;F;Sin Informacion;CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;0,26;1;4/02/2025;4/02/2026;12;PLAN MOTOS;Mensual;200.000,00;1.523.832,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.025;NO;9.900.000,00;200.000,00;0;CALI;VALLE DEL CAUCA;Particular;385.464,06;0;385.464,06;0;0;385.464,06;0;0;0;0;0;1D-A0-23-D2
04-74-28-D5;59-09-8E-01;A1-B4-A6-34;58-D2-3E-2B;CE-C3-D3-A9;32;Adulto Joven;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;0,7;1;24/08/2024;24/08/2025;12;PLAN AUTO GLOBAL;Trimestral;0;5.896.584,00;AUTOMOVILES;KIA;OTRAS;2.025;NO;100.000.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;3.133.226,01;0;3.133.226,01;0;0;3.133.226,01;0;0;0;1;0;1D-A0-23-D2
DE-E1-4E-D3;9F-C7-94-01;6D-CD-4B-9E;AA-B9-A5-DD;92-7A-42-40;63;Adulto;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,78;1;26/07/2023;26/07/2024;12;PLAN AUTO BASICO;Anual;0;550.907,00;AUTOMOVILES;CHEVROLET;ZAFIRA;2.005;NO;21.200.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;446.982,00;0;446.982,00;4;855.612,00;-408.630,00;0;0;0;0;0;1D-A0-23-D2
EB-C1-55-6F;A6-E9-E2-38;5A-DC-42-9E;5C-48-63-FD;79-32-46-38;45;Adulto Joven;M;Sin Informacion;MOSQUERA;CUNDINAMARCA;INFORMATICA Y ACTIVIDADES CONEXAS;3'000.001 - 5'000.000;1,43;1;1/12/2023;1/12/2025;24;PLAN AUTO CLASICO;Anual;0;1.832.562,00;CAMPEROS Y PICK-UP;FORD;OTRAS;2.022;NO;162.700.000,00;?;0;MOSQUERA;CUNDINAMARCA;Particular;2.906.312,00;0;2.906.312,00;0;0;2.906.312,00;0;0;0;0;0;1D-A0-23-D2
C2-67-F1-C7;AD-09-D9-75;F5-76-F4-92;75-58-19-13;19-34-E8-FA;34;Adulto Joven;M;SOLTERO(A);SABANETA;ANTIOQUIA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA;1'200.001 - 3'000.000;1,24;1;10/02/2024;11/04/2024;2,03;PLAN MOTOS;Mensual;0;592.328,00;MOTO 125 - 250 CC ;HONDA;XR;2.020;NO;7.800.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;81.824,06;0;81.824,06;0;0;81.824,06;1;0;1;1;1;1D-A0-23-D2
